name,price,status,shipping,free_returns,items_sold
Hard Shell Cover Case for Macbook Pro13 15 Touch Bar A1989 A2159 A1990 2018 2019,1519,Brand New,0,False,44
2022 Pro Air 13 M1 M2 A2338 A1932 Laptop hard shell Case For MacBook 15 Cover,1424,Brand New,0,True,
Speck Seethru Case Macbook Pro Retina 13 Inch Onyx Black,1499,Brand New,0,True,78
New ListingSwiss Tech Mesh Zip Up Laptop Bag 14”x10” - Notebook Document Book Gear Carry,999,Pre-Owned,940,False,
"New ListingMOSISO MACBOOK PRO 13"" LAPTOP SLEEVE HARDSHELL SCREEN PROTECTOR WEB CAM BLOCKER",1560,Brand New,0,False,
"Plastic Hard Case Protective Shell For Apple MacBook Air 13""",899,Pre-Owned,610,False,
New ListingRubberized Hard Cut Out Case Key Cover For New Macbook Air 11 12 13 Pro 14 15 16,2689,Brand New,0,False,
"Laptop PU Leather Folio Case Shell Protect Cover for MacBook Air Pro 11""12""13""15",1199,Brand New,0,False,
New ListingHP  Laptop/Tablet Padded Travel Carry Case Bag Tote Two Handle + Shoulder Strap,2000,Open Box,1497,False,
"New ListingMICHIGAN STATE UNIVERSITY MSU Laptop Computer Case VG Cond 14"" x 10-3/4"" SPARTAN",1950,Pre-Owned,591,False,
Google Pixelbook Sleeve For PixelBook - Gray - GA00189 - Brand New Sealed,3995,Brand New,0,True,
New ListingWaterproof Leather Laptop Bag Sleeve Case for MacBook Pro Air 13 15 inch Laptop,2199,Brand New,0,False,
Case for MacBook Pro 16 Inch A2485 (2021) Protective Snap On Hard Shell Cover,1679,Brand New,0,True,
6 Color Marble Hard Case Cover Skin for 2010-2022 Macbook Air Pro 13 14,1799,Brand New,0,True,
"New ListingIncase Slim Sleeve MacBook 12"" Padded Zipper Slip Pouch Case - Heather Black New",1899,Brand New,601,False,
"NEW GREY Incase Snap Jacket for MacBook Pro 13""- Thunderbolt (USB-C) (2016-2019)",1002,Pre-Owned,0,False,
Sleeve Case for MacBook Pro 16 Inch Case A2485 A2141 2022-2019 Protective Cover,2069,Brand New,0,True,
"New ListingPKG Slouch Sleeve for 13"" Apple MacBook Pro PKG LS04-13-DOT",1799,Brand New,0,False,
"Samsonite Colombian Leather Messenger Carrying Case for 15.6"" Laptops Brown New ",5999,Brand New,1499,False,
"New Listing13"" XRP Laptop Sleeve",2500,Brand New,799,True,
New ListingGumdrop SlimTech Laptop Case Fits ASUS Chromebook C203XA,999,Brand New,0,True,
FOAM PADDED LAPTOP BAG/COMPUTER SLEEVE,1495,Brand New,0,False,13
Dabney Lee Fabric Sleeve Laptop Case up to 13.3”,600,Pre-Owned,610,False,
Brenthaven Carry-on Travel Laptop Roller Case 16 in pre owned,4995,Pre-Owned,8499,False,
